t,q1,q2,dq1,dq2,u1,u2,infer_ms
0.0,0.19780601186418748,0.09804542962468749,0.07175234542328658,0.0045340260292285285,-0.05456668511033058,-0.010519344359636307,1.9448670000201673
0.05,0.13059069533090237,0.12679560356921277,-2.698503335088136,1.0660157968521824,-0.052122652530670166,0.015823185443878174,1.4006419996803743
0.1,-0.10743108175723866,0.3480590624712805,-6.562592684365476,7.293851315649127,-0.057804811745882034,0.028669074177742004,1.68002800000977
0.15000000000000002,-0.5233821720855626,0.8746976682431185,-9.631842739137527,12.776713672796676,-0.05768915265798569,0.0307241752743721,1.7472770005042548
0.2,-1.0331406071852833,1.547005237103066,-10.443191840700022,13.47825164009952,-0.05886812508106232,0.010208308696746826,1.4502970007015392
0.25,-1.5249264579329171,2.101837310044722,-9.18500112892558,8.872387997021393,-0.06425584107637405,-0.01480647549033165,1.5912329999991925
0.30000000000000004,-1.9333215865523923,2.3555900303595436,-7.205272248225728,1.6496077925575152,-0.06623213738203049,-0.029939226806163788,1.5595630002280814
0.35000000000000003,-2.2395416833549153,2.248362609203903,-5.065372411928223,-5.516586216319497,-0.06647100299596786,-0.027090739458799362,1.827323999350483
0.4,-2.44304728984577,1.8596275249923457,-3.0733294049151176,-9.61098814083521,-0.06616977602243423,-0.020492341369390488,1.4673949999632896
0.45,-2.559357272780913,1.3577133031853623,-1.6898493442626188,-10.117341352523312,-0.06587997078895569,-0.016856234520673752,1.5643319993614568
0.5,-2.6313183056434615,0.8939150523559212,-1.3377339922564653,-8.254258186500962,-0.0644211620092392,-0.014843404293060303,1.592840999364853
0.55,-2.7071359405577025,0.5496207160262597,-1.7931726063422646,-5.522533011758275,-0.060696884989738464,-0.014406800270080566,1.611964999938209
0.6000000000000001,-2.814218514025338,0.33204118277339434,-2.5643129051316906,-3.2527400806336013,-0.03528888523578644,-0.002906106412410736,1.482241999838152
0.65,-2.958030333949256,0.24109815372658636,-3.2762809433161726,-0.4367071878650564,0.010402098298072815,0.006456874310970306,1.4812039999014814
0.7000000000000001,-3.1027592319685455,0.2504292739540611,-2.603607588538792,0.813135235173584,0.00600317120552063,-0.002704113721847534,2.3836150003262446
0.75,-3.216081569020615,0.2787418776927587,-2.0209980384993216,0.3993910308523852,0.021646790206432343,0.001664288341999054,1.7807849999371683
0.8,-3.29894150438808,0.29355513758501695,-1.3587453266875147,0.24330213015497232,0.03711239993572235,0.004855319857597351,1.459198999327782
0.8500000000000001,-3.3414919945555064,0.2976669150556448,-0.39476556297899873,0.0035552955091003344,0.03196585178375244,-0.004000090062618256,1.4943119995223242
0.9,-3.3378113569298793,0.26322605502375374,0.48915398546900796,-1.3130352965914587,0.018710702657699585,-0.007503796368837357,1.622978999876068
0.9500000000000001,-3.3034434120011444,0.16715140230704995,0.9133530557873853,-2.595157419294984,0.023116551339626312,0.007120847702026367,1.5253189994837157
1.0,-3.2656688434960834,0.07961760327836406,0.6449826454049513,-1.0251637095614896,0.02149084210395813,0.004380308091640472,1.8436569998812047
1.05,-3.231900821860344,0.041889291873523964,0.7383944054192417,-0.5386758415735874,0.006160147488117218,0.0013216584920883179,1.4604429998144042
1.1,-3.2043490962611605,0.03142667348157264,0.4166544853979166,0.0010266314974227697,-0.00020255893468856812,-0.0013409852981567383,1.5666440003769821
1.1500000000000001,-3.1909167887065673,0.03160587966322536,0.1297911353318068,0.004010030605434246,0.003132857382297516,0.00028670579195022583,1.5459919995919336
1.2000000000000002,-3.188562121005218,0.03416526138497498,0.0030024230069443736,0.046580929789086775,0.013189621269702911,0.0001843571662902832,1.4915350002411287
1.25,-3.1814172408517596,0.029043295075540397,0.2866577216356021,-0.2518597254394623,0.011170491576194763,0.0006750598549842834,1.487257999542635
1.3,-3.1628243230629973,0.015302213249376674,0.47210136841516964,-0.3149659958091238,-0.004877150058746338,-0.0030426159501075745,1.3966090000394615
1.35,-3.1482414506058896,0.004018467662325368,0.12451488523484962,-0.15489534995307938,0.0037293657660484314,1.224130392074585e-05,2.121929999702843
1.4000000000000001,-3.143261275245442,0.0007317870558818016,0.08687758748327308,-0.00711547935810476,0.0009687691926956177,-0.0006871744990348816,2.1575099999608938
1.4500000000000002,-3.140734158722174,0.0006527685507606631,0.01709375796890283,-0.00022525397557438134,-0.010003454983234406,-0.002751179039478302,1.757439000357408
1.5,-3.1454703771750205,0.000526135007140761,-0.21011654134531063,-0.003019293555807954,0.011100180447101593,0.0032389163970947266,1.7557720002514543
1.55,-3.1470831675145363,8.976192429772002e-05,0.09524059213435776,0.0030930260808141666,-0.009171813726425171,-0.0036486834287643433,1.6496800008098944
1.6,-3.1475174915499924,-0.003930123978387979,-0.08520877552414945,-0.19342715923395848,0.002456091344356537,0.0020276010036468506,1.6135549994942266
